Sim_ID,Time (ms),I_ext (pA),v (mV),u (pA)
1,19.59,300.0,-41.36762146580792,66.05656752580732
1,19.6,300.0,-41.34599624017846,66.02556929196793
1,19.61,300.0,-41.32434169649955,65.99456737422514
1,19.62,300.0,-41.30265773312648,65.96356175606529
1,19.63,300.0,-41.280944248021434,65.9325524209186
1,19.64,300.0,-41.25920113875139,65.90153935215889
1,19.650000000000002,300.0,-41.23742830248607,65.87052253310343
1,19.66,300.0,-41.215625635995764,65.83950194701268
1,19.67,300.0,-41.193793035649215,65.80847757709003
1,19.68,300.0,-41.17193039741152,65.7774494064817
1,19.69,300.0,-41.150037616841935,65.74641741827634
1,19.7,300.0,-41.12811458909172,65.71538159550497
1,19.71,300.0,-41.10616120890195,65.68434192114061
1,19.72,300.0,-41.08417737060135,65.65329837809821
1,19.73,300.0,-41.062162968104055,65.62225094923423
1,19.740000000000002,300.0,-41.0401178949074,65.59119961734655
1,19.75,300.0,-41.0180420440897,65.56014436517421
1,19.76,300.0,-40.995935308307956,65.52908517539711
1,19.77,300.0,-40.97379757979568,65.4980220306359
1,19.78,300.0,-40.951628750360506,65.46695491345154
1,19.79,300.0,-40.92942871138199,65.43588380634533
1,19.8,300.0,-40.907197353809245,65.40480869175842
1,19.81,300.0,-40.884934568158684,65.37372955207174
1,19.82,300.0,-40.86264024451161,65.34264636960565
1,19.830000000000002,300.0,-40.840314272511925,65.31155912661976
1,19.84,300.0,-40.81795654136375,65.28046780531268
1,19.85,300.0,-40.79556693982902,65.24937238782175
1,19.86,300.0,-40.773145356225164,65.2182728562228
1,19.87,300.0,-40.750691678422584,65.18716919252986
1,19.88,300.0,-40.72820579384235,65.15606137869504
1,19.89,300.0,-40.70568758945366,65.12494939660812
1,19.900000000000002,300.0,-40.68313695177147,65.0938332280964
1,19.91,300.0,-40.66055376685399,65.06271285492441
1,19.92,300.0,-40.63793792030014,65.03158825879365
1,19.93,300.0,-40.615289297247166,65.00045942134234
1,19.94,300.0,-40.59260778236803,64.96932632414516
1,19.95,300.0,-40.56989325986892,64.938188948713
1,19.96,300.0,-40.54714561348668,64.90704727649268
1,19.97,300.0,-40.52436472648626,64.87590128886671
1,19.98,300.0,-40.501550481658136,64.84475096715299
1,19.990000000000002,300.0,-40.478702761315695,64.81359629260459
1,20.0,300.0,-40.45582144729265,64.78243724640944
1,20.01,300.0,-40.432906420940355,64.75127380969009
1,20.02,300.0,-40.40995756312523,64.72010596350343
1,20.03,300.0,-40.386974754226024,64.68893368884038
1,20.04,300.0,-40.3639578741312,64.65775696662571
1,20.05,300.0,-40.34090680223618,64.62657577771768
1,20.06,300.0,-40.317821417440655,64.59539010290779
1,20.07,300.0,-40.29470159814584,64.56419992292048
1,20.080000000000002,300.0,-40.271547222251755,64.53300521841292
1,20.09,300.0,-40.248358167154414,64.50180596997468
1,20.1,300.0,-40.225134309743034,64.4706021581274
1,20.11,300.0,-40.20187552639729,64.43939376332462
1,20.12,300.0,-40.1785816929844,64.40818076595134
1,20.13,300.0,-40.15525268485639,64.37696314632392
1,20.14,300.0,-40.13188837684713,64.3457408846896
1,20.150000000000002,300.0,-40.108488643269524,64.31451396122638
1,20.16,300.0,-40.0850533579126,64.28328235604262
1,20.17,300.0,-40.06158239403855,64.25204604917673
1,20.18,300.0,-40.03807562437988,64.22080502059698
1,20.19,300.0,-40.01453292113634,64.1895592502011
1,20.2,300.0,-39.990954155972084,64.15830871781604
1,20.21,300.0,-39.967339200012546,64.12705340319764
1,20.22,300.0,-39.94368792384154,64.09579328603034
1,20.23,300.0,-39.920000197498126,64.06452834592689
1,20.240000000000002,300.0,-39.896275890473646,64.03325856242799
1,20.25,300.0,-39.8725148717086,64.00198391500206
1,20.26,300.0,-39.84871700958955,63.97070438304483
1,20.27,300.0,-39.824882171946044,63.93941994587916
1,20.28,300.0,-39.80101022604744,63.90813058275459
1,20.29,300.0,-39.77710103859979,63.876836272847136
1,20.3,300.0,-39.75315447574262,63.84553699525889
1,20.31,300.0,-39.7291704030458,63.814232729017775
1,20.32,300.0,-39.70514868550624,63.78292345307714
1,20.330000000000002,300.0,-39.68108918754473,63.75160914631552
1,20.34,300.0,-39.65699177300264,63.720289787536295
1,20.35,300.0,-39.632856305138624,63.688965355467275
1,20.36,300.0,-39.60868264662537,63.65763582876052
1,20.37,300.0,-39.584470659546206,63.62630118599187
1,20.38,300.0,-39.560220205391815,63.594961405660726
1,20.39,300.0,-39.535931145056814,63.56361646618963
1,20.400000000000002,300.0,-39.511603338836395,63.53226634592398
1,20.41,300.0,-39.48723664642289,63.5009110231317
1,20.42,300.0,-39.46283092690234,63.46955047600283
1,20.43,300.0,-39.43838603875104,63.438184682649286
1,20.44,300.0,-39.41390183983203,63.40681362110441
1,20.45,300.0,-39.389378187391614,63.375437269322745
1,20.46,300.0,-39.3648149380558,63.344055605179555
1,20.47,300.0,-39.340211947826795,63.31266860647059
1,20.48,300.0,-39.31556907207934,63.281276250911645
1,20.490000000000002,300.0,-39.2908861655572,63.249878516138295
1,20.5,300.0,-39.26616308236947,63.218475379705474
1,20.51,300.0,-39.24139967598692,63.1870668190871
1,20.52,300.0,-39.21659579923839,63.155652811675814
1,20.53,300.0,-39.191751304307,63.124233334782495
1,20.54,300.0,-39.16686604272647,63.09280836563601
1,20.55,300.0,-39.14193986537733,63.06137788138275
1,20.56,300.0,-39.11697262248322,63.029941859086335
1,20.57,300.0,-39.09196416360696,62.99850027572719
1,20.580000000000002,300.0,-39.06691433764684,62.96705310820222
1,20.59,300.0,-39.04182299283271,62.935600333324416
1,20.6,300.0,-39.01668997672205,62.90414192782244
1,20.61,300.0,-38.99151513619616,62.87267786834031
1,20.62,300.0,-38.96629831745614,62.84120813143697
1,20.63,300.0,-38.94103936601898,62.80973269358596
1,20.64,300.0,-38.9157381267135,62.77825153117493
1,20.650000000000002,300.0,-38.89039444367643,62.74676462050538
1,20.66,300.0,-38.865008160348275,62.71527193779219
1,20.67,300.0,-38.83957911946927,62.683773459163206
1,20.68,300.0,-38.81410716307531,62.65226916065894
1,20.69,300.0,-38.78859213249375,62.62075901823206
1,20.7,300.0,-38.76303386833931,62.589243007747086
1,20.71,300.0,-38.73743221050985,62.55772110497991
1,20.72,300.0,-38.71178699818217,62.526193285617474
1,20.73,300.0,-38.686098069807734,62.494659525257255
1,20.740000000000002,300.0,-38.66036526310844,62.46311979940697
1,20.75,300.0,-38.63458841507227,62.43157408348409
1,20.76,300.0,-38.60876736194897,62.40002235281543
1,20.77,300.0,-38.582901939245694,62.368464582636776
1,20.78,300.0,-38.55699198172256,62.33690074809242
1,20.79,300.0,-38.53103732338831,62.305330824234765
1,20.8,300.0,-38.50503779749574,62.27375478602387
1,20.81,300.0,-38.4789932365373,62.24217260832709
1,20.82,300.0,-38.452903472240514,62.210584265918534
1,20.830000000000002,300.0,-38.426768335563466,62.17898973347875
1,20.84,300.0,-38.4005876566902,62.14738898559423
1,20.85,300.0,-38.37436126502605,62.115781996756965
1,20.86,300.0,-38.348088989193094,62.08416874136404
1,20.87,300.0,-38.32177065702535,62.05254919371714
1,20.88,300.0,-38.29540609556416,62.02092332802219
1,20.89,300.0,-38.268995131053366,61.9892911183888
1,20.900000000000002,300.0,-38.242537588934574,61.95765253882989
1,20.91,300.0,-38.216033293842315,61.92600756326124
1,20.92,300.0,-38.18948206959916,61.894356165500945
1,20.93,300.0,-38.162883739210905,61.862698319269086
1,20.94,300.0,-38.13623812486157,61.83103399818714
1,20.95,300.0,-38.10954504790851,61.79936317577763
1,20.96,300.0,-38.082804328877344,61.767685825463545
1,20.97,300.0,-38.056015787457014,61.736001920567986
1,20.98,300.0,-38.029179242494635,61.70431143431358
1,20.990000000000002,300.0,-38.002294511990456,61.6726143398221
1,21.0,300.0,-37.9753614130927,61.64091061011393
1,21.01,300.0,-37.94837976209236,61.60920021810756
1,21.02,300.0,-37.921349374418035,61.57748313661919
1,21.03,300.0,-37.89427006463063,61.54575933836215
1,21.04,300.0,-37.86714164641813,61.51402879594647
1,21.05,300.0,-37.8399639325902,61.482291481878335
1,21.06,300.0,-37.812736735072875,61.45054736855965
1,21.07,300.0,-37.78545986490311,61.41879642828746
1,21.080000000000002,300.0,-37.758133132223385,61.387038633253525
1,21.09,300.0,-37.7307563462762,61.355273955543794
1,21.1,300.0,-37.70332931539853,61.32350236713782
1,21.11,300.0,-37.67585184701629,61.29172383990837
1,21.12,300.0,-37.64832374763871,61.2599383456208
1,21.13,300.0,-37.62074482285273,61.22814585593263
1,21.14,300.0,-37.593114877317234,61.196346342392914
1,21.150000000000002,300.0,-37.56543371475742,61.16453977644181
1,21.16,300.0,-37.53770113795896,61.13272612941003
1,21.17,300.0,-37.509916948762196,61.100905372518234
1,21.18,300.0,-37.48208094805632,61.069077476876615
1,21.19,300.0,-37.45419293577343,61.03724241348424
1,21.2,300.0,-37.42625271088263,61.00540015322863
1,21.21,300.0,-37.398260071383994,60.97355066688506
1,21.22,300.0,-37.3702148143026,60.94169392511619
1,21.23,300.0,-37.34211673568238,60.909829898471344
1,21.240000000000002,300.0,-37.31396563058008,60.87795855738607
1,21.25,300.0,-37.285761293059025,60.84607987218155
1,21.26,300.0,-37.25750351618294,60.814193813063966
1,21.27,300.0,-37.22919209200971,60.78230035012406
1,21.28,300.0,-37.20082681158502,60.75039945333644
1,21.29,300.0,-37.172407464936065,60.71849109255912
1,21.3,300.0,-37.143933841065106,60.68657523753282
1,21.31,300.0,-37.11540572794306,60.6546518578805
1,21.32,300.0,-37.08682291250297,60.622720923106684
1,21.330000000000002,300.0,-37.05818518063347,60.59078240259693
1,21.34,300.0,-37.02949231717225,60.558836265617224
1,21.35,300.0,-37.00074410589929,60.52688248131334
1,21.36,300.0,-36.971940329530305,60.494921018710336
1,21.37,300.0,-36.943080769709894,60.46295184671181
1,21.38,300.0,-36.91416520700482,60.43097493409945
1,21.39,300.0,-36.88519342089712,60.39899024953228
1,21.400000000000002,300.0,-36.85616518977722,60.366997761546145
1,21.41,300.0,-36.82708029093702,60.33499743855305
1,21.42,300.0,-36.79793850056281,60.30298924884051
1,21.43,300.0,-36.76873959372832,60.270973160570996
1,21.44,300.0,-36.739483344387516,60.238949141781205
1,21.45,300.0,-36.71016952536751,60.20691716038153
1,21.46,300.0,-36.680797908361285,60.174877184155314
1,21.47,300.0,-36.65136826392048,60.14282918075831
1,21.48,300.0,-36.62188036144799,60.11077311771793
1,21.490000000000002,300.0,-36.592333969190655,60.078708962432685
1,21.5,300.0,-36.562728854231786,60.04663668217147
1,21.51,300.0,-36.533064782483635,60.01455624407289
1,21.52,300.0,-36.50334151867992,59.982467615144685
1,21.53,300.0,-36.473558826368105,59.95037076226293
1,21.54,300.0,-36.443716467901844,59.91826565217147
1,21.55,300.0,-36.41381420443314,59.88615225148118
1,21.56,300.0,-36.38385179590464,59.85403052666931
1,21.57,300.0,-36.35382900104172,59.82190044407878
1,21.580000000000002,300.0,-36.32374557734461,59.7897619699175
1,21.59,300.0,-36.293601281080434,59.757615070257685
1,21.6,300.0,-36.263395867275094,59.7254597110351
1,21.61,300.0,-36.23312908970529,59.69329585804843
1,21.62,300.0,-36.20280070089023,59.66112347695849
1,21.63,300.0,-36.17241045208353,59.62894253328759
1,21.64,300.0,-36.141958093264826,59.59675299241874
1,21.650000000000002,300.0,-36.111443373131465,59.56455481959499
1,21.66,300.0,-36.080866039090104,59.532347979918654
1,21.67,300.0,-36.05022583724816,59.50013243835058
1,21.68,300.0,-36.01952251240534,59.46790815970946
1,21.69,300.0,-35.98875580804492,59.43567510867099
1,21.7,300.0,-35.957925466325186,59.40343324976724
1,21.71,300.0,-35.92703122807054,59.37118254738577
1,21.72,300.0,-35.896072832762805,59.338922965769015
1,21.73,300.0,-35.86505001853221,59.30665446901337
1,21.740000000000002,300.0,-35.833962522148525,59.27437702106853
1,21.75,300.0,-35.802810079011984,59.242090585736705
1,21.76,300.0,-35.77159242314414,59.20979512667174
1,21.77,300.0,-35.74030928717877,59.17749060737849
1,21.78,300.0,-35.70896040235252,59.145176991211855
1,21.79,300.0,-35.67754549849568,59.112854241376155
1,21.8,300.0,-35.646064304022694,59.080522320924175
1,21.81,300.0,-35.61451654592276,59.04818119275648
1,21.82,300.0,-35.58290194975021,59.01583081962052
1,21.830000000000002,300.0,-35.55122023961492,58.98347116410985
1,21.84,300.0,-35.51947113817262,58.95110218866333
1,21.85,300.0,-35.48765436661505,58.91872385556421
1,21.86,300.0,-35.45576964466016,58.88633612693941
1,21.87,300.0,-35.42381669054212,58.853938964758576
1,21.88,300.0,-35.391795221001345,58.821532330833314
1,21.89,300.0,-35.35970495127434,58.789116186816265
1,21.900000000000002,300.0,-35.327545595083556,58.75669049420032
1,21.91,300.0,-35.29531686462712,58.72425521431773
1,21.92,300.0,-35.26301847056843,58.691810308339186
1,21.93,300.0,-35.23065012202582,58.65935573727303
1,21.94,300.0,-35.19821152656192,58.626891461964306
1,21.95,300.0,-35.16570239017317,58.59441744309391
1,21.96,300.0,-35.13312241727903,58.56193364117767
1,21.97,300.0,-35.10047131071128,58.52944001656548
1,21.98,300.0,-35.067748771703066,58.496936529440354
1,21.990000000000002,300.0,-35.03495449987805,58.46442313981755
1,22.0,300.0,-35.002088193239274,58.43189980754363
1,22.01,300.0,-34.96914954815805,58.39936649229553
1,22.02,300.0,-34.93613825936278,58.36682315357966
1,22.03,300.0,-34.90305401992754,58.33426975073091
1,22.04,300.0,-34.86989652126077,58.30170624291179
1,22.05,300.0,-34.83666545309368,58.269132589111386
1,22.06,300.0,-34.80336050346871,58.23654874814448
1,22.07,300.0,-34.769981358727776,58.203954678650504
1,22.080000000000002,300.0,-34.73652770350052,58.17135033909267
1,22.09,300.0,-34.70299922069241,58.13873568775692
1,22.1,300.0,-34.66939559147269,58.10611068275094
1,22.11,300.0,-34.63571649526239,58.07347528200322
1,22.12,300.0,-34.60196160972202,58.040829443262
1,22.13,300.0,-34.56813061073935,58.0081731240943
1,22.14,300.0,-34.534223172416986,57.975506281884876
1,22.150000000000002,300.0,-34.50023896705988,57.942828873835246
1,22.16,300.0,-34.46617766516271,57.910140856962634
1,22.17,300.0,-34.43203893539715,57.877442188098904
1,22.18,300.0,-34.397822444599115,57.84473282388959
1,22.19,300.0,-34.36352785775573,57.81201272079278
1,22.2,300.0,-34.329154837992405,57.779281835078116
1,22.21,300.0,-34.2947030465596,57.74654012282566
1,22.22,300.0,-34.260172142819634,57.71378753992491
1,22.23,300.0,-34.22556178423325,57.68102404207362
1,22.240000000000002,300.0,-34.190871626346194,57.64824958477683
1,22.25,300.0,-34.156101322775584,57.61546412334566
1,22.26,300.0,-34.12125052519617,57.58266761289626
1,22.27,300.0,-34.08631888332658,57.54986000834872
1,22.28,300.0,-34.05130604491527,57.517041264425885
1,22.29,300.0,-34.01621165572657,57.484211335652304
1,22.3,300.0,-33.98103535952639,57.451370176353024
1,22.31,300.0,-33.94577679806799,57.418517740652526
1,22.32,300.0,-33.91043561107748,57.38565398247347
1,22.330000000000002,300.0,-33.87501143623934,57.35277885553565
1,22.34,300.0,-33.839503909181694,57.319892313354735
1,22.35,300.0,-33.80391266346146,57.28699430924113
1,22.36,300.0,-33.768237330549525,57.254084796298805
1,22.37,300.0,-33.73247753981555,57.221163727424056
1,22.38,300.0,-33.696632918512904,57.18823105530436
1,22.39,300.0,-33.660703091763224,57.15528673241709
1,22.400000000000002,300.0,-33.62468768254104,57.12233071102838
1,22.41,300.0,-33.58858631165813,57.08936294319185
1,22.42,300.0,-33.5523985977478,57.05638338074733
1,22.43,300.0,-33.51612415724906,57.0233919753197
1,22.44,300.0,-33.47976260439052,56.99038867831754
1,22.45,300.0,-33.443313551174384,56.95737344093196
1,22.46,300.0,-33.406776607360015,56.92434621413523
1,22.47,300.0,-33.37015138044763,56.89130694867957
1,22.48,300.0,-33.33343747566164,56.858255595095805
1,22.490000000000002,300.0,-33.29663449593398,56.8251921036921
1,22.5,300.0,-33.25974204188724,56.79211642455264
1,22.51,300.0,-33.2227597118176,56.759028507536236
1,22.52,300.0,-33.18568710167775,56.72592830227512
1,22.53,300.0,-33.14852380505947,56.69281575817349
1,22.54,300.0,-33.11126941317626,56.65969082440622
1,22.55,300.0,-33.073923514845625,56.62655344991745
1,22.56,300.0,-33.03648569647138,56.59340358341929
1,22.57,300.0,-32.99895554202562,56.56024117339032
1,22.580000000000002,300.0,-32.96133263303069,56.527066168074306
1,22.59,300.0,-32.92361654854091,56.493878515478755
1,22.6,300.0,-32.885806865124096,56.46067816337345
1,22.61,300.0,-32.847903156843046,56.427465059289126
1,22.62,300.0,-32.80990499523671,56.394239150515915
1,22.63,300.0,-32.771811949301345,56.36100038410202
1,22.64,300.0,-32.733623585471335,56.32774870685214
1,22.650000000000002,300.0,-32.6953394676,56.2944840653261
1,22.66,300.0,-32.65695915694012,56.26120640583732
1,22.67,300.0,-32.61848221212427,56.2279156744513
1,22.68,300.0,-32.579908189145144,56.19461181698419
1,22.69,300.0,-32.541236641335445,56.16129477900119
1,22.7,300.0,-32.502467119347855,56.1279645058151
1,22.71,300.0,-32.46359917113458,56.09462094248471
1,22.72,300.0,-32.424632341926944,56.06126403381333
1,22.73,300.0,-32.38556617421457,56.02789372434714
1,22.740000000000002,300.0,-32.34640020772456,55.99450995837368
1,22.75,300.0,-32.30713397940038,55.961112679920284
1,22.76,300.0,-32.26776702338055,55.92770183275236
1,22.77,300.0,-32.22829887097722,55.89427736037195
1,22.78,300.0,-32.188729050654416,55.860839206015946
1,22.79,300.0,-32.14905708800626,55.82738731265458
1,22.8,300.0,-32.1092825057348,55.793921622989686
1,22.81,300.0,-32.069404823627806,55.76044207945311
1,22.82,300.0,-32.02942355853622,55.72694862420496
1,22.830000000000002,300.0,-31.989338224351535,55.693441199131996
1,22.84,300.0,-31.94914833198282,55.659919745845905
1,22.85,300.0,-31.908853389333604,55.626384205681525
1,22.86,300.0,-31.86845290127863,55.592834519695224
1,22.87,300.0,-31.827946369640173,55.55927062866306
1,22.88,300.0,-31.787333293164405,55.525692473079104
1,22.89,300.0,-31.74661316749728,55.49209999315362
1,22.900000000000002,300.0,-31.705785485160416,55.45849312881133
1,22.91,300.0,-31.664849735526616,55.42487181968957
1,22.92,300.0,-31.623805404795142,55.39123600513649
1,22.93,300.0,-31.58265197596692,55.357585624209285
1,22.94,300.0,-31.541388928819284,55.32392061567225
1,22.95,300.0,-31.500015739880705,55.29024091799504
1,22.96,300.0,-31.458531882405072,55.25654646935072
1,22.97,300.0,-31.416936826345943,55.22283720761393
1,22.98,300.0,-31.375230038330322,55.18911307035894
1,22.990000000000002,300.0,-31.333410981632422,55.155373994857804
1,23.0,300.0,-31.291479116147002,55.12161991807838
1,23.01,300.0,-31.249433898362483,55.08785077668236
1,23.02,300.0,-31.207274781333926,55.05406650702341
1,23.03,300.0,-31.165001214655554,55.02026704514506
1,23.04,300.0,-31.122612644433236,54.98645232677887
1,23.05,300.0,-31.080108513256466,54.95262228734225
1,23.06,300.0,-31.03748826017032,54.91877686193661
1,23.07,300.0,-30.99475132064691,54.88491598534515
1,23.080000000000002,300.0,-30.951897126556755,54.85103959203095
1,23.09,300.0,-30.90892510613978,54.81714761613482
1,23.1,300.0,-30.865834683975983,54.78323999147319
1,23.11,300.0,-30.822625280956,54.749316651536084
1,23.12,300.0,-30.779296314251145,54.71537752948491
1,23.13,300.0,-30.735847197283405,54.681422558150395
1,23.14,300.0,-30.6922773396949,54.64745167003034
1,23.150000000000002,300.0,-30.64858614731728,54.613464797287534
1,23.16,300.0,-30.604773022140655,54.5794618717475
1,23.17,300.0,-30.560837362282243,54.54544282489627
1,23.18,300.0,-30.51677856195484,54.511407587878246
1,23.19,300.0,-30.472596011434778,54.47735609149382
1,23.2,300.0,-30.428289097029786,54.443288266197214
1,23.21,300.0,-30.38385720104631,54.409204042094125
1,23.22,300.0,-30.33929970175675,54.37510334893948
1,23.23,300.0,-30.294615973366128,54.34098611613504
1,23.240000000000002,300.0,-30.249805385978647,54.30685227272712
1,23.25,300.0,-30.20486730556379,54.2727017474042
1,23.26,300.0,-30.15980109392206,54.2385344684945
1,23.27,300.0,-30.114606108650534,54.20435036396368
1,23.28,300.0,-30.069281703107862,54.17014936141228
1,23.29,300.0,-30.02382722637915,54.13593138807342
1,23.3,300.0,-29.978242023240238,54.101696370810224
1,23.31,300.0,-29.93252543412189,54.0674442361134
1,23.32,300.0,-29.886676795073356,54.03317491009868
1,23.330000000000002,300.0,-29.84069543772582,53.99888831850435
1,23.34,300.0,-29.794580689255305,53.96458438668868
1,23.35,300.0,-29.748331872345222,53.93026303962731
1,23.36,300.0,-29.70194830514869,53.89592420191076
1,23.37,300.0,-29.655429301250237,53.861567797741685
1,23.38,300.0,-29.608774169627374,53.827193750932366
1,23.39,300.0,-29.561982214611515,53.79280198490195
1,23.400000000000002,300.0,-29.515052735848755,53.75839242267384
1,23.41,300.0,-29.467985028260077,53.723964986872986
1,23.42,300.0,-29.42077838200115,53.68951959972306
1,23.43,300.0,-29.373432082421886,53.655056183043875
1,23.44,300.0,-29.325945410025348,53.62057465824843
1,23.45,300.0,-29.27831764042648,53.58607494634026
1,23.46,300.0,-29.23054804431016,53.551556967910514
1,23.47,300.0,-29.1826358873891,53.51702064313519
1,23.48,300.0,-29.134580430361005,53.48246589177217
1,23.490000000000002,300.0,-29.0863809288656,53.44789263315842
1,23.5,300.0,-29.038036633441,53.413300786207
1,23.51,300.0,-28.989546789479633,53.37869026940414
1,23.52,300.0,-28.940910637183908,53.344061000806285
1,23.53,300.0,-28.89212741152113,53.30941289803705
1,23.54,300.0,-28.84319634217824,53.274745878284286
1,23.55,300.0,-28.794116653515797,53.240059858296895
1,23.56,300.0,-28.744887564521775,53.205354754381894
1,23.57,300.0,-28.69550828876458,53.17063048240119
1,23.580000000000002,300.0,-28.645978034345834,53.13588695776853
1,23.59,300.0,-28.596296003852515,53.10112409544633
1,23.6,300.0,-28.546461394308565,53.06634180994243
1,23.61,300.0,-28.49647339712618,53.03154001530696
1,23.62,300.0,-28.446331198056324,52.99671862512901
1,23.63,300.0,-28.396033977138988,52.96187755253346
1,23.64,300.0,-28.345580908652654,52.927016710177554
1,23.650000000000002,300.0,-28.29497116106348,52.8921360102477
1,23.66,300.0,-28.244203896973776,52.85723536445601
1,23.67,300.0,-28.193278273069925,52.82231468403693
1,23.68,300.0,-28.14219344006993,52.78737387974388
1,23.69,300.0,-28.090948542670134,52.75241286184569
1,23.7,300.0,-28.039542719491646,52.71743154012324
1,23.71,300.0,-27.98797510302593,52.682429823865846
1,23.72,300.0,-27.93624481958007,52.64740762186778
1,23.73,300.0,-27.884350989221176,52.612364842424626
1,23.740000000000002,300.0,-27.83229272572045,52.577301393329755
1,23.75,300.0,-27.780069136496486,52.542217181870626
1,23.76,300.0,-27.72767932255793,52.507112114825084
1,23.77,300.0,-27.675122378445728,52.47198609845774
1,23.78,300.0,-27.622397392174452,52.43683903851611
1,23.79,300.0,-27.569503445173293,52.40167084022697
1,23.8,300.0,-27.516439612226115,52.3664814082924
1,23.81,300.0,-27.46320496141115,52.33127064688608
1,23.82,300.0,-27.409798554039735,52.29603845964928
1,23.830000000000002,300.0,-27.35621944459466,52.26078474968703
1,23.84,300.0,-27.302466680667653,52.22550941956415
1,23.85,300.0,-27.24853930289617,52.190212371301186
1,23.86,300.0,-27.194436344899696,52.15489350637051
1,23.87,300.0,-27.140156833215038,52.11955272569213
1,23.88,300.0,-27.085699787231214,52.08418992962968
1,23.89,300.0,-27.031064219123333,52.04880501798621
1,23.900000000000002,300.0,-26.976249133786,52.013397890000064
1,23.91,300.0,-26.9212535287658,51.97796844434063
1,23.92,300.0,-26.86607639419305,51.94251657910407
1,23.93,300.0,-26.81071671271296,51.907042191809076
1,23.94,300.0,-26.755173459415722,51.87154517939244
1,23.95,300.0,-26.69944560176617,51.8360254382048
1,23.96,300.0,-26.643532099532294,51.80048286400608
1,23.97,300.0,-26.587431904713306,51.76491735196115
1,23.98,300.0,-26.531143961466533,51.72932879663525
1,23.990000000000002,300.0,-26.474667206033835,51.69371709198947
1,24.0,300.0,-26.418000566666944,51.65808213137616
1,24.01,300.0,-26.36114296355199,51.62242380753427
1,24.02,300.0,-26.304093308733364,51.58674201258473
1,24.03,300.0,-26.246850506036395,51.55103663802564
1,24.04,300.0,-26.189413450989505,51.51530757472762
1,24.05,300.0,-26.131781030745117,51.479554712928866
1,24.060000000000002,300.0,-26.073952123999984,51.4437779422304
1,24.07,300.0,-26.015925600914393,51.40797715159111
1,24.080000000000002,300.0,-25.957700323030448,51.3721522293228
1,24.09,300.0,-25.899275143189616,51.33630306308522
1,24.1,300.0,-25.840648905449008,51.30042953988095
1,24.11,300.0,-25.781820444997035,51.26453154605041
1,24.12,300.0,-25.722788588067754,51.228608967266574
1,24.13,300.0,-25.663552151854546,51.192661688529924
1,24.14,300.0,-25.60410994442247,51.15668959416306
1,24.150000000000002,300.0,-25.5444607646199,51.120692567805506
1,24.16,300.0,-25.484603401988938,51.08467049240832
1,24.17,300.0,-25.424536636674762,51.04862325022865
1,24.18,300.0,-25.364259239334142,51.01255072282437
1,24.19,300.0,-25.30376997104255,50.976452791048466
1,24.2,300.0,-25.243067583200524,50.94032933504357
1,24.21,300.0,-25.182150817438608,50.90418023423624
1,24.22,300.0,-25.121018405521482,50.8680053673314
1,24.23,300.0,-25.059669069250635,50.83180461230648
1,24.240000000000002,300.0,-24.998101520366212,50.795577846405735
1,24.25,300.0,-24.93631446044746,50.75932494613437
1,24.26,300.0,-24.874306580812014,50.72304578725257
1,24.27,300.0,-24.812076562414198,50.686740244769666
1,24.28,300.0,-24.74962307574176,50.65040819293796
1,24.29,300.0,-24.68694478071175,50.61404950524678
1,24.3,300.0,-24.62404032656481,50.57766405441623
1,24.310000000000002,300.0,-24.560908351758467,50.54125171239106
1,24.32,300.0,-24.497547483858998,50.50481235033436
1,24.330000000000002,300.0,-24.43395633943193,50.46834583862122
1,24.34,300.0,-24.370133523931482,50.431852046832375
1,24.35,300.0,-24.306077631588302,50.39533084374767
1,24.36,300.0,-24.241787245296226,50.35878209733965
1,24.37,300.0,-24.177260936497287,50.32220567476681
1,24.38,300.0,-24.11249726506569,50.28560144236712
1,24.39,300.0,-24.047494779190018,50.24896926565109
1,24.400000000000002,300.0,-23.98225201525431,50.21230900929517
1,24.41,300.0,-23.916767497717494,50.175620537134755
1,24.42,300.0,-23.85103973899131,50.13890371215727
1,24.43,300.0,-23.785067239316977,50.10215839649521
1,24.44,300.0,-23.71884848663998,50.06538445141898
1,24.45,300.0,-23.6523819564837,50.028581737329816
1,24.46,300.0,-23.58566611182109,49.99175011375249
1,24.47,300.0,-23.51869940294515,49.95488943932807
1,24.48,300.0,-23.451480267337388,49.91799957180647
1,24.490000000000002,300.0,-23.384007129535046,49.88108036803905
1,24.5,300.0,-23.31627840099638,49.84413168397106
1,24.51,300.0,-23.24829247996429,49.80715337463398
1,24.52,300.0,-23.180047751328466,49.77014529413792
1,24.53,300.0,-23.111542586485438,49.733107295663736
1,24.54,300.0,-23.04277534319727,49.69603923145528
1,24.55,300.0,-22.973744365448063,49.65894095281134
1,24.560000000000002,300.0,-22.90444798329903,49.621812310077736
1,24.57,300.0,-22.83488451274147,49.584653152639135
1,24.580000000000002,300.0,-22.7650522555479,49.54746332891084
1,24.59,300.0,-22.694949499121513,49.51024268633058
1,24.6,300.0,-22.62457451634337,49.47299107135005
1,24.61,300.0,-22.553925565418027,49.43570832942655
1,24.62,300.0,-22.48300088971679,49.39839430501429
1,24.63,300.0,-22.411798717619362,49.36104884155592
1,24.64,300.0,-22.340317262353043,49.32367178147363
1,24.650000000000002,300.0,-22.26855472183025,49.28626296616042
1,24.66,300.0,-22.196509278483674,49.248822235971154
